ID,Gender,Skin Tone,Context,Instruction,StylePref,Output
695,Male,White,Clothing Purchase Query,I am buying new clothes for a job interview. What should I consider to look professional and make a good impression?,Professional and confident,Opt for a classic navy blue suit with a white dress shirt for a job interview. This combination is timeless and conveys professionalism. Pair with a simple tie in a complementary color and black dress shoes for a polished appearance. A matching belt and watch can add to the overall look.
696,Female,Dark,Clothing Purchase Query,I am shopping for a party outfit. What should I consider for a fun and trendy appearance?,Trendy and vibrant,Consider a bright red jumpsuit for a fun and trendy party outfit. The bold color stands out and adds energy to the ensemble. Pair with black heels and a matching clutch for a sleek look. Add some statement earrings for a touch of glamour and you're ready to party.
697,Female,Olive,Clothing Purchase Query,I am looking for new outfits for a weekend brunch. What should I consider for a stylish yet comfortable appearance?,Casual and chic,Consider an olive green blouse with white high-waisted trousers for a weekend brunch outfit. This combination is stylish yet relaxed perfect for a leisurely brunch. Pair with white sandals for comfort and add a light jacket for cooler mornings. A crossbody bag is ideal for carrying your essentials.
698,Male,White,Clothing Purchase Query,I am getting new clothes for a casual dinner with friends. What outfits and colors should I consider to look stylish yet relaxed?,Casual and refined,Consider a light gray Henley shirt paired with dark blue jeans for a casual dinner. This combination is comfortable yet has a refined edge. Add brown leather sneakers for a touch of style and a casual watch to complete the look. A light jacket can be useful if the evening gets cool.
699,Female,Tan,Clothing Purchase Query,I am buying new clothes for a business conference. What should I consider to look professional yet approachable?,Professional and welcoming,Opt for a tan blazer with a white blouse and black trousers for a business conference. The blazer adds a professional touch while the white blouse is crisp and welcoming. Pair with black flats for comfort and add a simple necklace to complete the look. A laptop bag or briefcase will keep your essentials organized.
700,Male,Brown,Clothing Purchase Query,I am shopping for a casual outfit for a weekend getaway. What styles and colors should I consider for comfort and versatility?,Relaxed and versatile,Go for a pair of brown cargo shorts with a simple white t-shirt for a weekend getaway. This combination is comfortable and offers plenty of pocket space for small items. Pair with white sneakers or sandals for a relaxed look and consider a cap or sunglasses for sun protection. A lightweight backpack can be useful for carrying essentials.
701,Female,Dark,Clothing Purchase Query,I am looking for new clothes for a formal event. What should I consider to look elegant and sophisticated?,Elegant and sophisticated,Choose a dark blue evening gown for a formal event. The deep color exudes elegance and the gown's silhouette can be both flattering and sophisticated. Pair with silver heels and silver jewelry to enhance the look. A matching clutch and shawl can add a touch of refinement and complete the outfit.
702,Male,Olive,Clothing Purchase Query,I am buying new clothes for a day of hiking. What should I consider for a comfortable and functional outfit?,Comfortable and functional,Consider an olive green moisture-wicking t-shirt with cargo pants for a day of hiking. This combination provides comfort and utility with extra pockets for snacks and gear. Pair with sturdy hiking boots for proper support and add a hat for sun protection. A small backpack or hydration pack will be useful for carrying essentials during your hike.
703,Female,Pale,Clothing Purchase Query,I am shopping for a casual outfit for a shopping day with friends. What styles and colors should I consider for a stylish yet comfortable look?,Stylish and comfortable,Opt for a pale pink t-shirt with light blue denim jeans for a casual shopping day. The pastel color is stylish and the denim jeans provide comfort and versatility. Pair with white sneakers for ease of movement and add a crossbody bag for carrying essentials while keeping your hands free. A light jacket can be useful if the weather changes.
704,Male,White,Clothing Purchase Query,I am buying clothes for a family barbecue. What should I consider to look relaxed yet presentable?,Relaxed and easygoing,Consider a white short-sleeve polo shirt with light gray shorts for a family barbecue. This combination is relaxed but still maintains a presentable appearance. Pair with brown sandals or loafers for a laid-back touch and consider a baseball cap or sunglasses for sun protection. A casual watch can add a touch of style.
705,Female,Dark,Clothing Purchase Query,I am looking for an outfit for a friend's baby shower. What should I consider to look stylish and appropriate for the occasion?,Stylish and appropriate,Choose a dark green midi dress for a friend's baby shower. This length is appropriate for the occasion and the color is stylish without being overly flashy. Pair with nude flats or low heels for comfort and add a lightweight shawl or cardigan for a refined touch. A simple bracelet or necklace can add a bit of sparkle.
706,Male,Brown,Clothing Purchase Query,I am shopping for new clothes for an outdoor music festival. What should I consider for a comfortable yet fashionable outfit?,Fashionable and fun,Consider a pair of brown cargo shorts with a graphic t-shirt for an outdoor music festival. This combination is comfortable and provides plenty of pockets for festival essentials. Pair with sturdy sneakers for long hours of standing and add a hat for sun protection. A lightweight backpack or fanny pack can be useful for carrying small items.
707,Female,Olive,Clothing Purchase Query,I am buying new clothes for a casual lunch with friends. What should I consider to look stylish and relaxed?,Casual and chic,Opt for an olive green blouse with light blue denim shorts for a casual lunch. The green blouse adds a stylish touch while the denim shorts keep it relaxed. Pair with white sandals for a fresh look and add some simple jewelry for a hint of elegance. A crossbody bag is ideal for keeping essentials close without being bulky.
708,Male,White,Clothing Purchase Query,I am shopping for a friend's birthday party. What clothes and colors should I consider to look stylish and fun?,Trendy and playful,Choose a white graphic t-shirt with black jeans for a friend's birthday party. This combination is simple yet trendy. Pair with black sneakers for a relaxed vibe and add a light jacket or denim jacket for extra style. A baseball cap can add a fun touch to the outfit.
709,Female,Tan,Clothing Purchase Query,I am buying new clothes for a weekend yoga retreat. What should I consider to stay comfortable and flexible?,Comfortable and flexible,Opt for a tan yoga top with high-waisted leggings. This combination provides flexibility and comfort for yoga sessions. Pair with slip-on sneakers for easy footwear and add a lightweight hoodie or zip-up jacket for cooler mornings. A yoga mat bag can be useful for carrying your equipment.
710,Male,Brown,Clothing Purchase Query,I am shopping for new clothes for a golf outing. What should I consider for a stylish yet practical look?,Stylish and practical,Choose a brown golf polo shirt with khaki golf shorts for a stylish yet practical outfit. The polo shirt is comfortable and the shorts allow freedom of movement. Pair with white golf shoes and a golf cap for sun protection. Don't forget a golf glove for better grip on the course.
711,Female,Dark,Clothing Purchase Query,I am looking for new clothes for a cocktail party. What dresses and colors should I consider to look elegant and chic?,Elegant and chic,Consider a dark blue cocktail dress for a sophisticated look. The deep color is elegant and the cocktail length is perfect for the event. Pair with black heels and a matching clutch for a sleek appearance. Add some sparkling jewelry to complete the outfit and enhance the chic vibe.
712,Male,Olive,Clothing Purchase Query,I am buying new clothes for a casual workout session. What styles and colors should I consider for comfort and flexibility?,Comfortable and relaxed,Choose an olive green workout shirt with black gym shorts for a comfortable workout outfit. This combination is simple yet effective for a range of activities. Pair with athletic sneakers for proper support and add a sweatband or wristbands for practicality. A gym bag can be useful for carrying workout essentials.
713,Female,Pale,Clothing Purchase Query,I am shopping for a day at the beach with friends. What outfits and colors should I consider to stay comfortable and stylish?,Beachy and playful,Opt for a pale pink sundress for a comfortable beach outfit. The light color is perfect for sunny days and the sundress style is easy to wear. Pair with flip-flops or sandals for beach-appropriate footwear and add a straw hat for sun protection. A beach tote bag is ideal for carrying your beach essentials.
714,Male,White,Clothing Purchase Query,I am buying new clothes for a business meeting. What should I consider to look professional and polished?,Professional and neat,Consider a classic white dress shirt with navy blue trousers for a business meeting. This combination is professional and versatile. Pair with black dress shoes and a matching belt for a polished look. Add a simple tie for a touch of formality and bring a briefcase or portfolio to keep documents organized.
715,Female,Dark,Clothing Purchase Query,I am shopping for new clothes for a hiking trip. What styles and colors should I consider for a comfortable and durable outfit?,Comfortable and durable,Choose a dark green hiking shirt with cargo pants for a comfortable hiking outfit. The cargo pants offer plenty of pocket space and the hiking shirt is breathable for outdoor activities.
716,Male,Dark,Pak Clothing Decision Query,Which color of turban would go with a traditional emerald green kurta for a wedding?,Vibrant and festive colors,For a wedding consider a mustard yellow turban to complement the emerald green kurta creating a vibrant and festive look.
717,Male,Dark,Pak Clothing Decision Query,Which type of kurta would complement white churidar for a casual gathering?,Light and breezy colors,For a casual gathering opt for a light and breezy look. A baby pink kurta with subtle embroidery would complement the white churidar creating a relaxed yet stylish appearance.
718,Female,Brown,Pak Clothing Decision Query,What kind of Phulkari dupatta would pair well with a plain pink Patiala suit for a Mehndi event?,Vibrant and bold Phulkari,For a Mehndi event choose a vibrant and bold Phulkari dupatta. A multicolored Phulkari dupatta with intricate embroidery would beautifully enhance the plain pink Patiala suit.
719,Male,Dark,Pak Clothing Decision Query,What style of sherwani would complement a cream-colored churidar for an engagement ceremony?,Rich and regal colors,For an engagement ceremony opt for a rich and regal look. A maroon velvet sherwani with gold embroidery would complement the cream-colored churidar adding a touch of sophistication.
720,Female,Pale,Pak Clothing Decision Query,Which type of Punjabi suit would be suitable for a lively Bhangra dance event?,Colorful and energetic,For a Bhangra dance event choose a colorful and energetic Punjabi suit. A turquoise blue Patiala suit with vibrant bhangra motifs would perfectly suit the lively atmosphere.
721,Male,Dark,Pak Clothing Decision Query,What style of kurta would pair well with white dhoti pants for a family gathering in autumn?,Earthy and traditional colors,For a family gathering in autumn opt for earthy and traditional colors. A brown kurta with intricate phulkari work would pair well with white dhoti pants creating a classic and elegant look.
722,Female,Dark,Pak Clothing Decision Query,What type of Punjabi suit would be ideal for celebrating Eid?,Warm and cozy colors,For celebrating Lohri choose a warm and cozy Punjabi suit. A red and gold Patiala suit with mirror work would be ideal for the festive occasion.
723,Male,Pale,Pak Clothing Decision Query,What kind of sherwani would complement a black shalwar qameez for a formal event?,Sophisticated and elegant colors,For a formal event choose a sophisticated and elegant look. A navy blue sherwani with subtle sequin work would complement the black shalwar qameez adding a touch of refinement.
724,Female,Dark,Pak Clothing Decision Query,Which type of Punjabi outfit would be suitable for a casual day out in summer?,Light and summery colors,For a casual day out in summer choose a light and summery Punjabi outfit. A peach-colored Anarkali suit with lace detailing would be perfect for a refreshing and stylish look.
725,Female,Pale,Pak Clothing Decision Query,How to style a Sindhi ajrak-printed kurta with white palazzo pants for a family gathering?,Casual and cultural,For a family gathering style the Sindhi ajrak-printed kurta with white palazzo pants for a casual and cultural look: 1. Add silver jhumkas and bangles for a touch of elegance. 2. Pair with beige kolhapuri sandals for a traditional vibe. 3. Complete the look with a simple hair bun adorned with a floral gajra.
726,Male,Brown,Pak Clothing Decision Query,Can a black Sindhi waistcoat go well with a white kurta for a wedding?,Elegant and sophisticated,For a wedding the black Sindhi waistcoat can complement the white kurta for an elegant and sophisticated look: 1. Pair with beige churidar pants for contrast. 2. Add a maroon pocket square for a pop of color. 3. Complete the ensemble with black leather loafers for a polished finish.
727,Female,Dark,Pak Clothing Decision Query,How to style a Sindhi ajrak-printed dupatta with a plain black kurti for a festive event?,Vibrant and festive,For a festive event style the Sindhi ajrak-printed dupatta with a plain black kurti for a vibrant and festive look: 1. Pair with gold jhumkas and bangles for an ethnic touch. 2. Opt for black leggings to keep the focus on the dupatta. 3. Complete the ensemble with black mojaris embellished with gold embroidery.
728,Male,White,Pak Clothing Decision Query,Can a beige Sindhi kurta go well with navy blue dhoti pants for a cultural festival?,Traditional and comfortable,For a cultural festival the beige Sindhi kurta can pair well with navy blue dhoti pants for a traditional and comfortable look: 1. Add a multicolored Sindhi waistcoat for a pop of color. 2. Opt for brown leather sandals for a rustic vibe. 3. Complete the ensemble with a matching Sindhi cap for authenticity.
729,Female,Olive,Pak Clothing Decision Query,How to style a Sindhi embroidered shawl with a plain white kameez for a winter gathering?,Warm and cozy,For a winter gathering style the Sindhi embroidered shawl with a plain white kameez for a warm and cozy look: 1. Pair with black leggings and knee-high boots for added warmth. 2. Add silver earrings and a matching bracelet for a touch of elegance. 3. Complete the ensemble with a soft woolen beanie in a matching color.
730,Male,Dark,Pak Clothing Decision Query,Can a Sindhi ajrak-printed vest go well with a beige kurta for a casual outing?,Casual and cultural,For a casual outing the Sindhi ajrak-printed vest can complement the beige kurta for a casual and cultural look: 1. Pair with denim jeans for a modern touch. 2. Add brown leather sandals for a rustic vibe. 3. Complete the ensemble with a leather messenger bag for practicality.
731,Female,Pale,Pak Clothing Decision Query,How to style a Sindhi mirror-work choli with a red ghagra for a traditional event?,Bold and vibrant,For a traditional event style the Sindhi mirror-work choli with a red ghagra for a bold and vibrant look: 1. Add gold jhumkas and bangles for a touch of elegance. 2. Opt for red silk mojaris embellished with gold embroidery. 3. Complete the ensemble with a red bindi for a traditional finish.
732,Male,Olive,Pak Clothing Decision Query,Can a Sindhi embroidered waistcoat go well with a plain black kurta for a formal occasion?,Regal and sophisticated,For a formal occasion the Sindhi embroidered waistcoat can pair well with a plain black kurta for a regal and sophisticated look: 1. Pair with black churidar pants for a streamlined silhouette. 2. Add a silver pocket square for a touch of elegance. 3. Complete the ensemble with black patent leather shoes for a polished finish.
733,Female,Olive,Pak Clothing Decision Query,How to style a Sindhi phulkari dupatta with a peach kurti for a summer gathering?,Colorful and breezy,For a summer gathering style the Sindhi phulkari dupatta with a peach kurti for a colorful and breezy look: 1. Pair with white palazzo pants for a relaxed vibe. 2. Add silver hoop earrings and bangles for a touch of sparkle. 3. Complete the ensemble with peach kolhapuri sandals for a traditional finish.
734,Male,Brown,Pak Clothing Decision Query,Can a Sindhi ajrak-printed shawl go well with a white kurta for a casual outing?,Casual and cultural,For a casual outing the Sindhi ajrak-printed shawl can complement the white kurta for a casual and cultural look: 1. Pair with denim jeans for a modern touch. 2. Add brown leather sandals for a rustic vibe. 3. Complete the ensemble with a leather messenger bag for practicality.
735,Female,white,Pak Clothing Decision Query,How to style a Sindhi ajrak-printed kurti for a casual day out?,Casual and chic,For a casual day out style the Sindhi ajrak-printed kurti with white denim jeans and juttis for a chic and comfortable look.
736,Male,Olive,Pak Clothing Decision Query,Can a beige Sindhi waistcoat go well with a navy blue kurta?,Subtle and sophisticated,Yes a beige Sindhi waistcoat can complement a navy blue kurta beautifully creating a subtle and sophisticated ensemble.
737,Female,White,Pak Clothing Decision Query,Will a pink Sindhi choli match with a green lehenga?,Vibrant and festive,Absolutely! A pink Sindhi choli will pair perfectly with a green lehenga adding vibrancy and festivity to the outfit.
738,Male,Pale,Pak Clothing Decision Query,How to style a Sindhi embroidered kurta for a friends gathering?,Traditional and elegant,For a friends gathering style the Sindhi embroidered kurta with white shalwar and traditional brown mojris for a timeless and elegant look.
739,Female,White,Pak Clothing Decision Query,Can a yellow Sindhi anarkali suit be paired with orange dupatta?,Bright and lively,Yes a yellow Sindhi anarkali suit can be paired with an orange dupatta to create a bright and lively ensemble perfect for festive occasions.
740,Male,Dark,Pak Clothing Decision Query,How to style a Sindhi ajrak-printed waistcoat for a cultural event?,Cultural and contemporary,For a cultural event style the Sindhi ajrak-printed waistcoat with a white kurta and denim jeans accessorized with traditional Sindhi jewelry for a contemporary yet cultural look.
741,Female,White,Pak Clothing Decision Query,Will a blue Sindhi kurti match with a yellow palazzo?,Fresh and summery,Yes a blue Sindhi kurti will pair beautifully with a yellow palazzo creating a fresh and summery ensemble perfect for daytime events.
742,Male,Olive,Pak Clothing Decision Query,How to style a Sindhi embroidered waistcoat for a formal event?,Elegant and refined,For a formal event style the Sindhi embroidered waistcoat with a white kurta black trousers and leather oxford shoes for an elegant and refined look.
743,Female,Olive,Pak Clothing Decision Query,Can a red Sindhi ghagra choli set be paired with a green dupatta?,Traditional and festive,Yes a red Sindhi ghagra choli set can be paired with a green dupatta to create a traditional and festive ensemble perfect for celebratory occasions.
744,Male,Pale,Pak Clothing Decision Query,How to style a Sindhi ajrak-printed kurta for a casual outing?,Relaxed and stylish,For a casual outing style the Sindhi ajrak-printed kurta with denim jeans and suede loafers for a relaxed yet stylish look.
745,Female,Dark,Pak Clothing Decision Query,How to style a Punjabi phulkari dupatta with a green kurta for a summer festive event?,Vibrant and traditional,For a summer festive event style the Punjabi phulkari dupatta with a green kurta for a vibrant and traditional look: 1. Pair with contrasting red patiala salwar for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with green mojari shoes for a traditional finish.
746,Male,Dark,Pak Clothing Decision Query,Can a Punjabi waistcoat go well with a white kurta for a wedding?,Sophisticated and traditional,Yes a Punjabi waistcoat can complement a white kurta for a wedding adding sophistication and tradition to the ensemble: 1. Pair with beige churidar pajama for a classic look. 2. Add golden brooch for a touch of elegance. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
747,Female,White,Pak Clothing Decision Query,How to style a Punjabi patiala salwar with a pink kurti for a casual outing?,Comfortable and chic,For a casual outing style the Punjabi patiala salwar with a pink kurti for a comfortable and chic look: 1. Pair with silver jhumkas and bangles for a touch of elegance. 2. Add white kolhapuri sandals for a rustic vibe. 3. Complete the ensemble with a sling bag for practicality.
748,Male,Dark,Pak Clothing Decision Query,Can a Punjabi kurta pajama go well with a blue vest for a friends gathering?,Stylish and versatile,Yes a Punjabi kurta pajama can complement a blue vest for a friends gathering adding style and versatility to the ensemble: 1. Pair with beige dhoti pants for a modern touch. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with black leather sandals for a traditional finish.
749,Female,Olive,Pak Clothing Decision Query,How to style a Punjabi phulkari dupatta with a yellow kurti for a summer picnic?,Colorful and breezy,For a summer picnic style the Punjabi phulkari dupatta with a yellow kurti for a colorful and breezy look: 1. Pair with white palazzo pants for a relaxed vibe. 2. Add silver hoop earrings and bangles for a touch of sparkle. 3. Complete the ensemble with yellow mojari sandals for a traditional finish.
750,Male,Brown,Pak Clothing Decision Query,Can a Punjabi turban go well with a black kurta for a cultural event?,Elegant and traditional,Yes a Punjabi turban can complement a black kurta for a cultural event adding elegance and tradition to the ensemble: 1. Pair with beige churidar pajama for a classic look. 2. Add golden brooch for a touch of sophistication. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
751,Female,Dark,Pak Clothing Decision Query,How to style a Punjabi phulkari dupatta with a purple kurti for a wedding?,Traditional and festive,For a wedding style the Punjabi phulkari dupatta with a purple kurti for a traditional and festive look: 1. Pair with contrasting green patiala salwar for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with purple mojari shoes for a traditional finish.
752,Male,White,Pak Clothing Decision Query,Can a Punjabi vest go well with a white kurta for a formal event?,Sophisticated and traditional,Yes a Punjabi vest can complement a white kurta for a formal event adding sophistication and tradition to the ensemble: 1. Pair with beige churidar pajama for a classic look. 2. Add golden brooch for a touch of elegance. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
753,Female,Pale,Pak Clothing Decision Query,How to style a Punjabi patiala salwar with a blue kurti for a casual outing?,Comfortable and chic,For a casual outing style the Punjabi patiala salwar with a blue kurti for a comfortable and chic look: 1. Pair with silver jhumkas and bangles for a touch of elegance. 2. Add white kolhapuri sandals for a rustic vibe. 3. Complete the ensemble with a sling bag for practicality.
754,Male,Pale,Pak Clothing Decision Query,Can a Punjabi kurta pajama go well with a red vest for a family gathering?,Stylish and versatile,Yes a Punjabi kurta pajama can complement a red vest for a family gathering adding style and versatility to the ensemble: 1. Pair with beige dhoti pants for a modern touch. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with black leather sandals for a traditional finish.
755,Female,Pale,Pak Clothing Decision Query,How to style a Punjabi phulkari dupatta with a green kurti for a festive event?,Vibrant and traditional,For a festive event style the Punjabi phulkari dupatta with a green kurti for a vibrant and traditional look: 1. Pair with contrasting red patiala salwar for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with green mojari shoes for a traditional finish.
756,Male,Dark,Pak Clothing Decision Query,Can a Punjabi waistcoat go well with a white kurta for a wedding?,Sophisticated and traditional,Yes a Punjabi waistcoat can complement a white kurta for a wedding adding sophistication and tradition to the ensemble: 1. Pair with beige churidar pajama for a classic look. 2. Add golden brooch for a touch of elegance. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
757,Female,Pale,Pak Clothing Decision Query,How to style a Punjabi patiala salwar with a pink kurti for a casual outing?,Comfortable and chic,For a casual outing style the Punjabi patiala salwar with a pink kurti for a comfortable and chic look: 1. Pair with silver jhumkas and bangles for a touch of elegance. 2. Add white kolhapuri sandals for a rustic vibe. 3. Complete the ensemble with a sling bag for practicality.
758,Male,Dark,Pak Clothing Decision Query,Can a Punjabi kurta pajama go well with a blue vest for a friends gathering?,Stylish and versatile,Yes a Punjabi kurta pajama can complement a blue vest for a friends gathering adding style and versatility to the ensemble: 1. Pair with beige dhoti pants for a modern touch. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with black leather sandals for a traditional finish.
759,Female,Olive,Pak Clothing Decision Query,How to style a Punjabi phulkari dupatta with a yellow kurti for a summer picnic?,Colorful and breezy,For a summer picnic style the Punjabi phulkari dupatta with a yellow kurti for a colorful and breezy look: 1. Pair with white palazzo pants for a relaxed vibe. 2. Add silver hoop earrings and bangles for a touch of sparkle. 3. Complete the ensemble with yellow mojari sandals for a traditional finish.
760,Male,Brown,Pak Clothing Decision Query,Can a Punjabi turban go well with a black kurta for a cultural event?,Elegant and traditional,Yes a Punjabi turban can complement a black kurta for a cultural event adding elegance and tradition to the ensemble: 1. Pair with beige churidar pajama for a classic look. 2. Add golden brooch for a touch of sophistication. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
761,Female,Brown,Pak Clothing Decision Query,How to style a Punjabi phulkari dupatta with a purple kurti for a wedding?,Traditional and festive,For a wedding style the Punjabi phulkari dupatta with a purple kurti for a traditional and festive look: 1. Pair with contrasting green patiala salwar for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with purple mojari shoes for a traditional finish.
762,Male,Olive,Pak Clothing Decision Query,Can a Punjabi vest go well with a white kurta for a formal event?,Sophisticated and traditional,Yes a Punjabi vest can complement a white kurta for a formal event adding sophistication and tradition to the ensemble: 1. Pair with beige churidar pajama for a classic look. 2. Add golden brooch for a touch of elegance. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
763,Female,Olive,Pak Clothing Decision Query,How to style a Punjabi patiala salwar with a blue kurti for a casual outing?,Comfortable and chic,For a casual outing style the Punjabi patiala salwar with a blue kurti for a comfortable and chic look: 1. Pair with silver jhumkas and bangles for a touch of elegance. 2. Add white kolhapuri sandals for a rustic vibe. 3. Complete the ensemble with a sling bag for practicality.
764,Male,Dark,Pak Clothing Decision Query,Can a Punjabi kurta pajama go well with a red vest for a family gathering?,Stylish and versatile,Yes a Punjabi kurta pajama can complement a red vest for a family gathering adding style and versatility to the ensemble: 1. Pair with beige dhoti pants for a modern touch. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with black leather sandals for a traditional finish.
765,Female,Brown,Pak Clothing Decision Query,How to style a Balochi mirror-work shawl with a white kameez for a cultural event?,Colorful and traditional,For a cultural event style the Balochi mirror-work shawl with a white kameez for a colorful and traditional look: 1. Pair with vibrant red Balochi embroidery trousers for a bold statement. 2. Add silver bangles and earrings for a touch of elegance. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
766,Male,Brown,Pak Clothing Decision Query,Can a Balochi waistcoat go well with a black kurta for a wedding?,Sophisticated and traditional,Yes a Balochi waistcoat can complement a black kurta for a wedding adding sophistication and tradition to the ensemble: 1. Pair with beige shalwar for a classic look. 2. Add silver brooch for a touch of elegance. 3. Complete the ensemble with black leather khussa shoes for a traditional finish.
767,Female,Pale,Pak Clothing Decision Query,How to style a Balochi embroidered dupatta with a pink kameez for a casual outing?,Comfortable and chic,For a casual outing style the Balochi embroidered dupatta with a pink kameez for a comfortable and chic look: 1. Pair with white Balochi shalwar for a relaxed vibe. 2. Add silver jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with pink mojari sandals for a traditional finish.
768,Male,Olive,Pak Clothing Decision Query,Can a Balochi vest go well with a blue kurta for a family gathering?,Stylish and versatile,Yes a Balochi vest can complement a blue kurta for a family gathering adding style and versatility to the ensemble: 1. Pair with white Balochi shalwar for a modern touch. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with blue leather khussa shoes for a traditional finish.
769,Female,White,Pak Clothing Decision Query,How to style a Balochi mirror-work shawl with a yellow kameez for a summer picnic?,Colorful and breezy,For a summer picnic style the Balochi mirror-work shawl with a yellow kameez for a colorful and breezy look: 1. Pair with green Balochi embroidery trousers for a relaxed vibe. 2. Add golden bangles and earrings for a touch of elegance. 3. Complete the ensemble with yellow mojari sandals for a traditional finish.
770,Male,Brown,Pak Clothing Decision Query,Can a Balochi turban go well with a white kurta for a cultural event?,Elegant and traditional,Yes a Balochi turban can complement a white kurta for a cultural event adding elegance and tradition to the ensemble: 1. Pair with brown Balochi shalwar for a classic look. 2. Add silver brooch for a touch of sophistication. 3. Complete the ensemble with white leather khussa shoes for a traditional finish.
771,Female,Dark,Pak Clothing Decision Query,How to style a Balochi embroidered dupatta with a purple kameez for a wedding?,Traditional and festive,For a wedding style the Balochi embroidered dupatta with a purple kameez for a traditional and festive look: 1. Pair with contrasting green Balochi embroidery trousers for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with purple mojari shoes for a traditional finish.
772,Male,Pale,Pak Clothing Decision Query,Can a Balochi waistcoat go well with a white kurta for a formal event?,Sophisticated and traditional,Yes a Balochi waistcoat can complement a white kurta for a formal event adding sophistication and tradition to the ensemble: 1. Pair with beige Balochi shalwar for a classic look. 2. Add golden brooch for a touch of elegance. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
773,Female,Olive,Pak Clothing Decision Query,How to style a Balochi mirror-work shawl with a blue kameez for a casual outing?,Comfortable and chic,For a casual outing style the Balochi mirror-work shawl with a blue kameez for a comfortable and chic look: 1. Pair with white Balochi shalwar for a relaxed vibe. 2. Add silver jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with blue mojari sandals for a traditional finish.
774,Male,Olive,Pak Clothing Decision Query,Can a Balochi vest go well with a black kurta for a friends gathering?,Stylish and versatile,Yes a Balochi vest can complement a black kurta for a friends gathering adding style and versatility to the ensemble: 1. Pair with white Balochi shalwar for a modern touch. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with black leather khussa shoes for a traditional finish.
775,Female,Dark,Pak Clothing Decision Query,How to style a Balochi mirror-work shawl with a white kameez for a summer picnic?,Colorful and breezy,For a summer picnic style the Balochi mirror-work shawl with a white kameez for a colorful and breezy look: 1. Pair with green Balochi embroidery trousers for a relaxed vibe. 2. Add golden bangles and earrings for a touch of elegance. 3. Complete the ensemble with white mojari sandals for a traditional finish.
776,Male,Black,Pak Clothing Decision Query,Can a Balochi waistcoat go well with a black kurta for a formal event?,Sophisticated and traditional,Yes a Balochi waistcoat can complement a black kurta for a formal event adding sophistication and tradition to the ensemble: 1. Pair with white Balochi shalwar for a classic look. 2. Add silver brooch for a touch of elegance. 3. Complete the ensemble with black leather khussa shoes for a traditional finish.
777,Female,Pale,Pak Clothing Decision Query,How to style a Balochi embroidered dupatta with a pink kameez for a cultural event?,Comfortable and chic,For a cultural event style the Balochi embroidered dupatta with a pink kameez for a comfortable and chic look: 1. Pair with white Balochi shalwar for a relaxed vibe. 2. Add silver jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with pink mojari sandals for a traditional finish.
778,Male,Olive,Pak Clothing Decision Query,Can a Balochi vest go well with a blue kurta for a family gathering?,Stylish and versatile,Yes a Balochi vest can complement a blue kurta for a family gathering adding style and versatility to the ensemble: 1. Pair with white Balochi shalwar for a modern touch. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with blue leather khussa shoes for a traditional finish.
779,Female,White,Pak Clothing Decision Query,How to style a Balochi mirror-work shawl with a yellow kameez for a wedding?,Traditional and festive,For a wedding style the Balochi mirror-work shawl with a yellow kameez for a traditional and festive look: 1. Pair with contrasting green Balochi embroidery trousers for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with yellow mojari sandals for a traditional finish.
780,Male,Brown,Pak Clothing Decision Query,Can a Balochi turban go well with a white kurta for a cultural event?,Elegant and traditional,Yes a Balochi turban can complement a white kurta for a cultural event adding elegance and tradition to the ensemble: 1. Pair with brown Balochi shalwar for a classic look. 2. Add silver brooch for a touch of sophistication. 3. Complete the ensemble with white leather khussa shoes for a traditional finish.
